,Tweet ID,Conversation ID,Username,Date,Text,URL,Origin,Likes,Replies,Retweets,Quotes,Negative Sentiment Score,Neutral Sentiment Score,Positive Sentiment Score,Compound Sentiment Score
13,1603941140872323072,1603941140872323072,voixdemichele,2022-12-17 03:32:22,Thank goodness someone has articulated what Shanghai residents went through this year. It was truly horrible.,https://twitter.com/voixdemichele/status/1603941140872323072,search,2,0,0,0,0.146,0.502,0.351,0.5994
14,1603903652980494337,1603903652980494337,murmiles,2022-12-17 01:03:24,#NOAMNESTY #COVID19,https://twitter.com/murmiles/status/1603903652980494337,search,0,0,0,0,0.0,1.0,0.0,0.0
15,1604144602973339648,1603763250956754945,HVallence,2022-12-17 17:00:51,@nspector4 @QueenB_1967 Canadians deserve the same.  Start with immunity debt from masks.,https://twitter.com/HVallence/status/1604144602973339648,reply,0,0,0,0,0.185,0.815,0.0,-0.3612
16,1603778324370804736,1603763250956754945,StephenJack4,2022-12-16 16:45:23,"@nspector4 I saw the second line and thought, hmmm Canada made the NY Times again.",https://twitter.com/StephenJack4/status/1603778324370804736,reply,5,1,1,0,0.0,1.0,0.0,0.0
17,1604140617390559233,,QueenB_1967,2022-12-17 15:45:01,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1604140617390559233,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
18,1603868746338406400,,Dembrine,2022-12-16 21:44:42,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1603868746338406400,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
19,1603852805328232450,,tradingtonyem,2022-12-16 20:41:21,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1603852805328232450,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
20,1603851405516832768,,Rac_Oon16_61,2022-12-16 20:35:47,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1603851405516832768,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
21,1603850298598035480,,CynthiaCarrut10,2022-12-16 20:31:23,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1603850298598035480,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
22,1603849421636370432,,TracyVo03892438,2022-12-16 20:27:54,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1603849421636370432,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
23,1603848748970696704,,WpgJill,2022-12-16 20:25:14,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1603848748970696704,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
24,1603848641898516480,,ikwilson,2022-12-16 20:24:48,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1603848641898516480,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
25,1603807124836192257,,Talk2Seniors,2022-12-16 17:39:50,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1603807124836192257,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
26,1603800098642984960,,Manitoba_Man,2022-12-16 17:11:55,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1603800098642984960,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
27,1603787742709567490,,mama_mac48,2022-12-16 16:22:49,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1603787742709567490,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
28,1603780169772187648,,Joe_Caramanna,2022-12-16 15:52:43,RT @nspector4: people want a national reckoning ... on an almost quixotic quest in the belief that the gvt should acknowledge its harsh pol…,https://twitter.com/twitter/statuses/1603780169772187648,retweet,0,0,13,0,0.115,0.833,0.052,-0.3818
29,1603782843204661248,1603735857177022464,gfernandoamb,2022-12-16 17:03:21,ABOUT THE AUTHOR  Fernando Machuca CEO  https://t.co/hs00ijnXXa Corporation PhD with awarded honors in computer science in #France  https://t.co/jMVuNASMGW  https://t.co/8GgEHDV3Qu  https://t.co/d1qH56HZsC  https://t.co/YBvfz6hLK0   https://t.co/waV94GEToK  https://t.co/t4vu8LFecg,https://twitter.com/gfernandoamb/status/1603782843204661248,reply,0,0,0,0,0.0,0.778,0.222,0.7184
30,1603782682323861505,1603735857177022464,gfernandoamb,2022-12-16 17:02:42,REFERENCES   “genioux facts”: The online programme on MASTERING “THE BIG PICTURE OF THE #DIGITAL AGE”  https://t.co/cCSWpEXD0Q  https://t.co/8GgEHEcFf4  https://t.co/qpGmOV89NV  https://t.co/avyvF1QF8F  https://t.co/PABMgKXqu4  https://t.co/ikeH6OKrHS  https://t.co/2wVPVIvkJo,https://twitter.com/gfernandoamb/status/1603782682323861505,reply,0,1,0,0,0.0,1.0,0.0,0.0
31,1603781762546556931,1603735857177022464,gfernandoamb,2022-12-16 16:59:03,"#Leaders #AI 🎯Décembre 16, 2022, #LCI, Des #russes prennent les armes contre #Poutine  https://t.co/Veq16GBzEO  https://t.co/8hEDP0PDB2  https://t.co/jGBIoZFeMZ  https://t.co/1fWDXWrrkF  https://t.co/3gA2d7ulXM  https://t.co/xvcmyVxAeN  https://t.co/87SrJFTWxc  https://t.co/YBvfz60aSs",https://twitter.com/gfernandoamb/status/1603781762546556931,reply,0,1,0,0,0.0,1.0,0.0,0.0
32,1603780909781901312,1603735857177022464,gfernandoamb,2022-12-16 16:55:40,"🎯Streamed live 16 hours ago, #PBS NewsHour, WATCH LIVE: #Blinken speaks following U.S.-#Africa #Leaders Summit  https://t.co/RyrU2tVz2O  https://t.co/x68XvQdCtz  https://t.co/lIDC7XpFwD   https://t.co/pBjhBp2PtY  https://t.co/R08xHsUFJO  https://t.co/XUAym3DdpL",https://twitter.com/gfernandoamb/status/1603780909781901312,reply,0,1,0,0,0.0,1.0,0.0,0.0
33,1603780177523118080,1603735857177022464,gfernandoamb,2022-12-16 16:52:45,"🎯December 13, 2022, #Sky News #Australia, Report of a 'bolthole' being prepared for #Putin in #Venezuela  https://t.co/1rNaPjLA6g  https://t.co/jmhjBfw4Ji  https://t.co/QuFKPJ5NlI  https://t.co/6S3ZlNLMGl  https://t.co/vyJU5RPOvw  https://t.co/lSWssXsg7O",https://twitter.com/gfernandoamb/status/1603780177523118080,reply,0,1,0,0,0.0,0.913,0.087,0.2263
34,1603778436887085057,1603735857177022464,gfernandoamb,2022-12-16 16:45:50,"#Leaders #AI 🎯December 15, 2022, #CNN, White House: #Russia won’t dictate the #US security assistance to #Ukraine  https://t.co/yzxrKxKoHr  https://t.co/aianmcagNE  https://t.co/jmnVzL1Uhq  https://t.co/qXHotmYfCN  https://t.co/n9EqaIn8Fg  https://t.co/D7ceH5n2pH",https://twitter.com/gfernandoamb/status/1603778436887085057,reply,0,1,0,0,0.0,0.902,0.098,0.34
35,1603777521257938945,1603735857177022464,gfernandoamb,2022-12-16 16:42:12,"🎯December 16, 2022, #DW News, #EU approves aid for #Ukraine and new sanctions on #Russia | DW News  https://t.co/HCD6iYIJxo  https://t.co/xw2qFTeGy1  https://t.co/aXsxah14nA   https://t.co/KYGeHhVIcK  https://t.co/kDLtWRdGsu  https://t.co/mIMuibauxy  https://t.co/gZUht6Gw9y",https://twitter.com/gfernandoamb/status/1603777521257938945,reply,0,1,0,0,0.0,0.895,0.105,0.4019
36,1603776681730363394,1603735857177022464,gfernandoamb,2022-12-16 16:38:52,"🎯December 14, 2022, #WSJ, Lingling Wei and Marcus Walker, Xi Jinping Doubles Down on His #Putin Bet. ‘I Have a Similar Personality to Yours.’ ✅The #Chinese leader is strengthening ties with increased trade and #energy partnerships  https://t.co/EFzrpqjv9r  https://t.co/I9kjV3ac8s",https://twitter.com/gfernandoamb/status/1603776681730363394,reply,0,1,0,0,0.0,0.868,0.132,0.6486
37,1603775386160140291,1603735857177022464,gfernandoamb,2022-12-16 16:33:43,"#Leaders #AI 🎯December 16, 2022, #DW News, Japan unveils biggest military build-up since World War II | DW News  https://t.co/KefxIiMtR4  https://t.co/v1dDvSDvXB  https://t.co/rvGlsXWxZJ  https://t.co/0OOrKcDU1h  https://t.co/GYyUXlynIW  https://t.co/zJoELTupwV  https://t.co/x1OWETq7V4",https://twitter.com/gfernandoamb/status/1603775386160140291,reply,0,1,0,0,0.14,0.86,0.0,-0.5994
38,1603774535085481985,1603735857177022464,gfernandoamb,2022-12-16 16:30:20,"🎯Août 7, 2022, Europe 1, ""La #Chine est prête à tout, qui veut la paix prépare la guerre"" (Ambassadeur de la Chine en #France)  https://t.co/noPJlySJdq  https://t.co/oum3a1qX4j  https://t.co/tY7IowpMGk  https://t.co/Mgro8DnFq8  https://t.co/mULKnGrepp",https://twitter.com/gfernandoamb/status/1603774535085481985,reply,0,1,0,0,0.053,0.947,0.0,-0.128
39,1603773716374200322,1603735857177022464,gfernandoamb,2022-12-16 16:27:05,"🎯Juillet 17, 2022, #LCI, Nouvel ordre mondial : quelles sont les ambitions de la #Chine ?  https://t.co/zd4am9uSOO  https://t.co/DLrODbeLB5  https://t.co/FUK5p6m8JY  https://t.co/S85IZyHmZX  https://t.co/jbw1oHQpwg",https://twitter.com/gfernandoamb/status/1603773716374200322,reply,0,1,0,0,0.0,1.0,0.0,0.0
40,1603773098427301888,1603735857177022464,gfernandoamb,2022-12-16 16:24:37,"🎯Décembre 9, 2022, Le Dessous des Cartes - #ARTE, #Chine : un pays devenu prison ? - Une leçon de géopolitique - Le dessous des cartes | ARTE  https://t.co/tse2yqw1Yd  https://t.co/P0tk78zKYt   https://t.co/Day7uomiFZ  https://t.co/tOKyUJjqC9  https://t.co/oCdVHLW3ru",https://twitter.com/gfernandoamb/status/1603773098427301888,reply,0,1,0,0,0.113,0.887,0.0,-0.5106
41,1603771399952338944,1603735857177022464,gfernandoamb,2022-12-16 16:17:53,✅#India is far from the only neighbor to feel the growing hard-power footprint of #Xi's new era.  https://t.co/qxLuPDqXs6  https://t.co/FQq78wamjI  https://t.co/0PPYSlH788   https://t.co/k5iQMhNZbu  https://t.co/JUkgsWq11X  https://t.co/MChyGUqVpu  https://t.co/2c5128oYH6,https://twitter.com/gfernandoamb/status/1603771399952338944,reply,0,1,0,0,0.0,0.931,0.069,0.1779
42,1603770878591995909,1603735857177022464,gfernandoamb,2022-12-16 16:15:48,"#Qatar #AI ✅#China's president, the most assertive #Chinese #leader in a generation, has put his military on a path of rapid expansion and modernization, giving #Beijing the means to challenge historical claims along its land and maritime borders.  https://t.co/S1Ch2REA39",https://twitter.com/gfernandoamb/status/1603770878591995909,reply,0,1,0,0,0.0,0.904,0.096,0.4019
43,1603770112821149696,1603735857177022464,gfernandoamb,2022-12-16 16:12:46,"🎯December 16, 2022, #Newsweek, John Feng, The Dispute Behind #India and #China's Border Clash  https://t.co/V3Vp8BvTlD  https://t.co/ZUsYpaitVI  https://t.co/MPfg45f2fs  https://t.co/xrgAbzsGNB  https://t.co/mTyotSxXg4  https://t.co/gfZe5p33ln  https://t.co/jErKW3Wept",https://twitter.com/gfernandoamb/status/1603770112821149696,reply,0,1,0,0,0.119,0.881,0.0,-0.4019
44,1603769280310427648,1603735857177022464,gfernandoamb,2022-12-16 16:09:27,"🎯December 16, 2022, The Times of #India, Rahul #Gandhi: #China preparing for war, government trying to hide this threat  https://t.co/GUPtE6hAKW  https://t.co/58GMkZa1KB  https://t.co/NFgMyVni4t  https://t.co/gR3XRl3Ujp  https://t.co/msogRGCeFg  https://t.co/7pTtLrh7lz",https://twitter.com/gfernandoamb/status/1603769280310427648,reply,0,1,0,0,0.304,0.696,0.0,-0.8625
45,1603765127123271680,1603735857177022464,gfernandoamb,2022-12-16 15:52:57,"🎯December 16, 2022, #BBC, #Japan defence: #China threat prompts plan to double military spending  https://t.co/oj0y6N3bC3  https://t.co/uAfXOmMCLS  https://t.co/GbySXxJcKu  https://t.co/CabC3oxUPQ  https://t.co/aPJAt5VGgL  https://t.co/xuM07rKJAn  https://t.co/MrxjBS3uCF",https://twitter.com/gfernandoamb/status/1603765127123271680,reply,0,1,0,0,0.143,0.798,0.059,-0.4588
46,1603763629786005505,1603735857177022464,gfernandoamb,2022-12-16 15:47:00,"🎯December 16, 2022, The #Guardian, Justin McCurry, #Japan approves biggest military buildup since second world war amid #China fears  https://t.co/U9VCrAh5vK  https://t.co/fB3GmsOYWG  https://t.co/J3lJ34al2L  https://t.co/Wrp9ZiJrHt  https://t.co/Hi3WlGyw6X  https://t.co/8MBYgM18mQ",https://twitter.com/gfernandoamb/status/1603763629786005505,reply,0,1,0,0,0.213,0.701,0.086,-0.6124
47,1603762070192902144,1603735857177022464,gfernandoamb,2022-12-16 15:40:48,#QatarWorldCup #Qatar #AI #leaders ✅#China doesn’t want to be a superpower—one pole of many in the international system. It wants to be the superpower—the geopolitical sun around which the system revolves.  https://t.co/6UWt5l4Nyi   https://t.co/n0RaA4UNzz  https://t.co/6eVFGae4Pn,https://twitter.com/gfernandoamb/status/1603762070192902144,reply,0,1,0,0,0.0,0.961,0.039,0.0772
48,1603761311518584832,1603735857177022464,gfernandoamb,2022-12-16 15:37:47,✅The Chinese Communist Party (#CCP) is undertaking an epic project to rewrite the rules of global order in #Asia and far beyond.  https://t.co/la7KVNJphL  https://t.co/k40JX80Udg  https://t.co/uYf92ke9S2  https://t.co/EYRD9pIUt5  https://t.co/WuiHsTXs3n  https://t.co/7DA9RgLfPZ,https://twitter.com/gfernandoamb/status/1603761311518584832,reply,0,1,0,0,0.0,0.909,0.091,0.4019
49,1603760943493791744,1603735857177022464,gfernandoamb,2022-12-16 15:36:20,"✅But first, we need to lay out the grandness of those ambitions—what #Xi’s #China is trying to achieve. It is difficult to grasp just how hard China’s fall will be without understanding the heights to which #Beijing aims to climb.  https://t.co/vGMJtd966q   https://t.co/QcuS127Phg",https://twitter.com/gfernandoamb/status/1603760943493791744,reply,0,1,0,0,0.089,0.911,0.0,-0.4404
50,1603760367351762944,1603735857177022464,gfernandoamb,2022-12-16 15:34:02,"✅In our new book, Danger Zone: The Coming Conflict with #China, which this article is adapted from, we explain the cause of that desperation: a slowing economy and a creeping sense of encirclement and decline.  https://t.co/V0ixJelO1k  https://t.co/BS5ZlGL0zU",https://twitter.com/gfernandoamb/status/1603760367351762944,reply,0,1,0,0,0.214,0.786,0.0,-0.8271
51,1603759710825775104,1603735857177022464,gfernandoamb,2022-12-16 15:31:26,#AI ✅The greatest geopolitical catastrophes occur at the intersection of ambition and desperation. #XiJinping’s #China will soon be driven by plenty of both.  https://t.co/mTOZhtGSiC  https://t.co/F3BHFgVsQS  https://t.co/aoKtXNTg8Q  https://t.co/3wl9AzDVtw  https://t.co/zZ4qQtbVJG,https://twitter.com/gfernandoamb/status/1603759710825775104,reply,0,1,0,0,0.09,0.783,0.127,0.296
52,1603753074107027456,1603735857177022464,gfernandoamb,2022-12-16 15:05:03,"🎯August 13, 2022, Foreign Policy, #FP, Hal Brands and Michael Beckley, What Does #China Want? Beijing’s ambitions are about to crash into its problems.  https://t.co/RCPhpKEoko  https://t.co/RJ58AS1Etk  https://t.co/l29npWM0Aw  https://t.co/fwO7Qp4B7N  https://t.co/6Z0u9LPh7o",https://twitter.com/gfernandoamb/status/1603753074107027456,reply,0,1,0,0,0.165,0.795,0.04,-0.6249
53,1603752096418988033,1603735857177022464,gfernandoamb,2022-12-16 15:01:10,"✅But #Xi’s directives for both virus elimination and economic stability proved to be a mission impossible for local authorities, given the high transmissibility of #Omicron.  https://t.co/6R7qWCz1uI  https://t.co/wEjZq2MdDI  https://t.co/8dRHIdhaJ7  https://t.co/LXVm7q82gU",https://twitter.com/gfernandoamb/status/1603752096418988033,reply,0,1,0,0,0.0,1.0,0.0,0.0
54,1603751127337512961,1603735857177022464,gfernandoamb,2022-12-16 14:57:19,"while insisting “it was not an easing of control, let alone reopening or ‘lying flat’” – a phrase commonly used to describe doing the bare minimum.  https://t.co/TturiiDeRm  https://t.co/DThOMIoBWJ  https://t.co/Lo2oFNVr69  https://t.co/07N6AXi6ev  https://t.co/GL2dC2ClSX",https://twitter.com/gfernandoamb/status/1603751127337512961,reply,0,1,0,0,0.122,0.878,0.0,-0.4098
55,1603750752710803458,1603735857177022464,gfernandoamb,2022-12-16 14:55:50,"✅The next day, the #Chinese government issued 20 new guidelines for “optimizing” Covid measures to limit their disruption of daily life and the economy,  https://t.co/ObgwPmWBEv  https://t.co/P957kROuFW  https://t.co/0TbTtWGIvj  https://t.co/HU4Qy7FVIg  https://t.co/1DHnFU9zTA =",https://twitter.com/gfernandoamb/status/1603750752710803458,reply,0,1,0,0,0.082,0.918,0.0,-0.3612
56,1603749964349198337,1603735857177022464,gfernandoamb,2022-12-16 14:52:42,"✅The top #leader was last quoted in state media commanding the fight against #Covid on November 10, at a meeting of the Communist Party’s ruling Politburo. There, he vowed to “unswervingly” carry out “dynamic zero-Covid,” while minimizing its impact on the #economy and #society.",https://twitter.com/gfernandoamb/status/1603749964349198337,reply,0,1,0,0,0.057,0.903,0.04,-0.2023
57,1603749137819860998,1603735857177022464,gfernandoamb,2022-12-16 14:49:25,✅State media and health officials have flipped from preaching the dangers of the virus to downplaying its threat.  https://t.co/BPoDBzkDvN  https://t.co/M3Lh4KgXqe  https://t.co/k8s7MgrJbu  https://t.co/7NWEzHyk9P  https://t.co/GcMd0RPmld  https://t.co/dJ8lsLlrUu,https://twitter.com/gfernandoamb/status/1603749137819860998,reply,0,1,0,0,0.231,0.769,0.0,-0.765
58,1603748261147430912,1603735857177022464,gfernandoamb,2022-12-16 14:45:56,"✅Having had their daily lives dictated by #Covid controls imposed by the state and fear of the virus instilled by propaganda throughout the pandemic, the public is now told to be “the first responsible person for your own health” – or essentially, to fend for themselves.",https://twitter.com/gfernandoamb/status/1603748261147430912,reply,0,1,0,0,0.131,0.823,0.046,-0.4939
59,1603747883018330112,1603735857177022464,gfernandoamb,2022-12-16 14:44:26,"✅While the easing of stifling restrictions is a long-awaited relief for many who have grown frustrated with the economic and social costs of zero-Covid, the abruptness and haphazardness of it has left residents startled, confused or anxious.  https://t.co/eVOIoi3qyM",https://twitter.com/gfernandoamb/status/1603747883018330112,reply,0,1,0,0,0.207,0.681,0.112,-0.5106
60,1603745750910963713,1603735857177022464,gfernandoamb,2022-12-16 14:35:57,"✅Now, as his costly strategy gets dismantled in an abrupt U-turn following nationwide protests against it, #Xi has fallen silent.  https://t.co/eNL6iPH4dZ  https://t.co/brw3S1S2ZD  https://t.co/8uQMQNiiUl  https://t.co/NEZLDVNZHZ  https://t.co/OspekT3CKK  https://t.co/K2c44hdI6H",https://twitter.com/gfernandoamb/status/1603745750910963713,reply,0,1,0,0,0.201,0.799,0.0,-0.5859
61,1603744986339545089,1603735857177022464,gfernandoamb,2022-12-16 14:32:55,"✅Styling himself as the “commander-in-chief” of a “people’s war” against the virus, he has lauded the hard-line policy for “putting people and their lives first,” and held up its success as proof of the superiority of #China’s authoritarian system.  https://t.co/Ut1KfNNZ0U",https://twitter.com/gfernandoamb/status/1603744986339545089,reply,0,1,0,0,0.0,0.858,0.142,0.7269
62,1603744440052551681,1603735857177022464,gfernandoamb,2022-12-16 14:30:45,"#QatarWorldCup  ✅For nearly three years, #China’s #leader #XiJinping has staked his political legitimacy and prestige on zero-#Covid.  https://t.co/fC5H8YTPa6  https://t.co/SWZ1E6BSFn  https://t.co/57TRMxJuGu  https://t.co/OsOjMaZjkB  https://t.co/osqG47LW9U  https://t.co/7DKvgWh8yE",https://twitter.com/gfernandoamb/status/1603744440052551681,reply,0,1,0,0,0.0,1.0,0.0,0.0
63,1603743632716169216,1603735857177022464,gfernandoamb,2022-12-16 14:27:32,"#Qatar2022 #Leaders #AI #ChinaProtests  🎯The support of a ""genioux fact"" is based on golden #knowledge (#GK) and #information.  🎯December 16, 2022, #CNN, Xi Jinping tied himself to zero-Covid. Now he keeps silent as it falls apart  https://t.co/fW3ndwqMSx  https://t.co/nTTrpyq6qF",https://twitter.com/gfernandoamb/status/1603743632716169216,reply,0,1,0,0,0.0,0.93,0.07,0.4019
64,1603741418719166464,1603735857177022464,gfernandoamb,2022-12-16 14:18:44,"✅#Putin has destroyed #Russia with his senseless war against #Ukraine, but instead of stopping his aggression he escalates it by following the behavior of a cold and calculating “terrorist”.  https://t.co/oTYNZY0lUP  https://t.co/rzcklQkZi7  https://t.co/pxquZbnyn5",https://twitter.com/gfernandoamb/status/1603741418719166464,reply,0,1,0,0,0.255,0.745,0.0,-0.8047
65,1603739831418462211,1603735857177022464,gfernandoamb,2022-12-16 14:12:26,"✅The predator #Xi, thanks to his vassal #Putin, has taken over #Russia or rather ""Putin's Russia."" The fabulous #Russian people are totally oppressed by their #leader.  https://t.co/gpTytaqsZD  https://t.co/Io1x6IrjXy  https://t.co/m0eifHJmz5  https://t.co/eSclYd7fk7",https://twitter.com/gfernandoamb/status/1603739831418462211,reply,0,1,0,0,0.092,0.736,0.172,0.4417
66,1603738520845156352,1603735857177022464,gfernandoamb,2022-12-16 14:07:14,"✅The fabulous #Chinese people, totally oppressed, suffer the consequences of #Xi's misguided policies.  https://t.co/fW3ndwqMSx  https://t.co/Nv0uBtR2Zv  https://t.co/le1TMwaJmT  https://t.co/RIzKd7hH11  https://t.co/SmaHIw6UXJ  https://t.co/7cLWO9tIiX  https://t.co/QKfkdYT5nM",https://twitter.com/gfernandoamb/status/1603738520845156352,reply,0,1,0,0,0.26,0.617,0.123,-0.5819
67,1603737794886656001,1603735857177022464,gfernandoamb,2022-12-16 14:04:20,"✅The predator #Xi has “almost” completely taken over #China. The People's Republic of China (#PRC) is now ""#Xi's China.""  https://t.co/Hta333tduV   https://t.co/M56YWAK0Jv  https://t.co/ksRPSObMII  https://t.co/E5Rqo8DxbM  https://t.co/2CWhQ2pNwe  https://t.co/9QAkaQTf2z",https://twitter.com/gfernandoamb/status/1603737794886656001,reply,0,1,0,0,0.0,1.0,0.0,0.0
68,1603736468412932098,1603735857177022464,gfernandoamb,2022-12-16 13:59:04,the hyper-aggressive chameleon-like predator whose “big picture” fantasizes about total global domination.  https://t.co/A611h0n1bm  https://t.co/vi8Z0rtgyl  https://t.co/2GGBX63DkQ  https://t.co/TRKl49zBWX  https://t.co/xxDbYFrHVJ  https://t.co/X6QWU6nXve  https://t.co/9lvvAUvcd5,https://twitter.com/gfernandoamb/status/1603736468412932098,reply,0,1,0,0,0.062,0.938,0.0,-0.0516
69,1603731477727891456,1603726182440390656,Sanhan_KZSN,2022-12-16 13:39:14,@GearoidReidy What happened guys?  https://t.co/pRKBuW9Ngz,https://twitter.com/Sanhan_KZSN/status/1603731477727891456,reply,0,0,0,0,0.0,1.0,0.0,0.0
70,1603727073973239808,1603726182440390656,katakiuchin,2022-12-16 13:21:44,@GearoidReidy And US never apologizes for burning down Japanese in Hiroshima and Nagasaki with N-bomb🤣,https://twitter.com/katakiuchin/status/1603727073973239808,reply,0,1,0,0,0.131,0.869,0.0,-0.2755
71,1603898490631114752,,elly1982grace,2022-12-16 23:42:53,RT @GearoidReidy: I’m sure the NYT will remember this one the next time the subject of Japan’s supposed lack of apology for WWII comes up.…,https://twitter.com/twitter/statuses/1603898490631114752,retweet,0,0,1,0,0.083,0.791,0.126,0.0516
